district,transaction_type,land_shift_area,urban_land_use,main_use,main_building_material,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_category,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
Beitou,Land,356.62,Agriculture,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,14023100.0,39322.24777073636,Not Applicable,0.0,0,2019,11,2019.0,3,0,0
shihlin,Premises (land + building),731.15,Address,Resident,Strengthen brickwork,58.0,339.24,3,2,2,有,無,125000000.0,368470.6992099988,Not Applicable,0.0,0,2019,10,1961.0,3,1,0
shihlin,Premises (land + building),36.13,Address,Resident,Reinforced concrete construction,75.0,105.15,3,2,2,有,無,10397000.0,98877.79362815026,Not Applicable,0.0,0,2019,11,1944.0,1,1,0
Daan District,Premises (land + building) + parking space,15.42,Quotient,Resident,Reinforced concrete construction,97.0,114.56,2,2,1,有,有,27500000.0,240048.88268156425,Ramp machinery,34.41,0,2019,11,1922.0,2,1,1
Daan District,Premises (land + building),32.8,Address,Resident,Reinforced concrete construction,73.0,113.73,3,2,2,有,無,29000000.0,254989.8883320144,Not Applicable,0.0,0,2019,08,1946.0,1,1,0
Daan District,Premises (land + building),33.37,Address,Resident,Reinforced concrete construction,58.92857142857143,76.54,3,2,1,有,無,19300000.0,252155.73556310424,Not Applicable,0.0,0,2019,10,1960.0714285714287,1,1,0
Daan District,Premises (land + building) + parking space,8.96,Address,Resident,Reinforced concrete construction,101.0,68.62,1,1,1,有,有,15680000.0,228504.80909355872,Lifting machinery,20.06,0,2019,10,1918.0,1,1,1
Daan District,Premises (land + building),9.8,Quotient,For commercial use,Reinforced concrete construction,76.0,115.03999999999999,3,2,2,有,無,26500000.0,230354.6592489569,Not Applicable,0.0,0,2019,10,1943.0,1,1,0
Daan District,Premises (land + building) + parking space,27.3,Quotient,Resident,See other registration items,107.0,423.52,0,2,3,有,有,45000000.0,106252.36116358142,Ramp plane,78.7,0,2019,10,1912.0,2,1,2
Daan District,Premises (land + building),8.36,Other,Resident,Reinforced concrete construction,72.0,93.4,2,2,2,有,有,22280000.0,238543.89721627408,Not Applicable,0.0,0,2019,10,1947.0,4,1,0
Daan District,Garage,0.02,Quotient,See other registration items,Reinforced concrete construction,98.0,13.809999999999999,0,0,0,有,有,1280000.0,92686.45908761768,Lifting machinery,13.15,1280000,2019,11,1921.0,0,0,1
Wenshan District,Premises (land + building),0.03,Address,Resident,Reinforced concrete construction,73.0,0.13,3,2,2,有,有,13820.0,106307.6923076923,Not Applicable,0.0,0,2019,11,1946.0,1,1,0
Wenshan District,Premises (land + building) + parking space,149.94,Address,See other registration items,Reinforced concrete construction,107.0,227.39999999999998,4,2,2,有,有,35660000.0,156816.182937555,Ramp plane,35.02,2500000,2019,09,1912.0,1,1,1
Wenshan District,Premises (land + building),51.14,Address,Resident,Reinforced concrete construction,71.0,105.39,3,2,2,有,有,10680000.0,101337.8878451466,Not Applicable,0.0,0,2019,11,1948.0,2,1,0
Wanhua District,Premises (land + building),26.25,Address,Resident,Reinforced concrete construction,66.0,80.65,1,0,1,有,無,8350000.0,103533.78797272164,Not Applicable,0.0,0,2019,09,1953.0,1,1,0
Wanhua District,Premises (land + building),1.21,Quotient,For commercial use,Prestressed concrete construction,67.0,19.53,0,0,0,無,有,1000000.0,51203.27700972862,Not Applicable,0.0,0,2019,10,1952.0,1,1,0
Datong District,Premises (land + building),30.2,Quotient,Resident,Reinforced concrete construction,65.0,105.79,3,1,2,有,無,16140000.0,152566.40514226296,Not Applicable,0.0,0,2019,10,1954.0,1,1,0
Neihu District,Premises (land + building),54.67,work,industrial use,Reinforced concrete construction,63.0,91.58,3,2,1,有,無,10750000.0,117383.7082332387,Not Applicable,0.0,0,2019,11,1956.0,1,1,0
Zhongshan Area,Premises (land + building),57.0,Address,Resident,Reinforced concrete construction,61.0,168.26,5,2,3,有,無,24250000.0,144122.1918459527,Not Applicable,0.0,0,2019,10,1958.0,1,1,0
Zhongshan Area,Premises (land + building),5.17,Quotient,For commercial use,Reinforced concrete construction,65.0,49.809999999999995,0,0,0,無,有,9500000.0,190724.7540654487,Not Applicable,0.0,0,2019,08,1954.0,3,1,0
Daan District,Premises (land + building),27.15,Address,Resident,Reinforced concrete construction,65.0,125.51,3,2,2,有,無,33680000.0,268345.1517807346,Not Applicable,0.0,0,2019,10,1954.0,1,1,0
Daan District,Premises (land + building),11.29,Quotient,Resident,Reinforced concrete construction,97.0,114.49000000000001,0,1,0,有,有,27500000.0,240195.65027513317,Not Applicable,0.0,0,2019,09,1922.0,4,1,0
Songshan District,Premises (land + building) + parking space,21.49,Address,Resident,Reinforced concrete construction,103.0,133.9,3,2,1,有,有,36200000.0,270351.0082150859,Tower parking,23.48,2000000,2019,10,1916.0,1,1,1
Nangang District,Premises (land + building) + parking space,19.21,Address,Resident,Reinforced concrete construction,97.0,97.48,0,2,1,有,有,20880000.0,214197.7841608535,Ramp machinery,0.0,2600000,2019,10,1922.0,1,2,2
shihlin,Premises (land + building),30.79,Address,See other registration items,Reinforced concrete construction,97.0,178.56,0,0,0,無,有,43230000.0,242103.49462365592,Not Applicable,0.0,0,2019,11,1922.0,2,1,0
shihlin,Garage,0.68,Address,Parking space,Reinforced concrete construction,97.0,61.480000000000004,0,0,0,有,有,1750000.0,28464.541314248534,Lifting plane,61.48,1750000,2019,11,1922.0,0,0,1
shihlin,Premises (land + building),56.33,Address,Resident,Reinforced concrete construction,76.0,61.34,2,2,2,有,無,15000000.0,244538.6371046625,Not Applicable,0.0,0,2018,12,1942.0,1,1,0
Beitou,Premises (land + building),9.4,Address,Resident,Reinforced concrete construction,93.0,48.51,3,1,2,有,有,5500000.0,113378.68480725624,Not Applicable,0.0,0,2019,10,1926.0,1,1,0
Songshan District,Premises (land + building) + parking space,27.68,Address,See other registration items,Reinforced concrete construction,106.0,194.26999999999998,4,2,2,有,有,43090000.0,221804.7047922994,Ramp plane,29.17,3000000,2019,10,1913.0,1,1,1
Xinyi District,Premises (land + building),27.38,Address,Resident,Reinforced concrete construction,68.0,97.31,3,2,2,有,無,17000000.0,174699.41424314046,Not Applicable,0.0,0,2019,10,1951.0,1,1,0
Daan District,Premises (land + building),13.77,Other,Resident,Reinforced concrete construction,67.0,104.24,3,2,2,有,有,30300000.0,290675.3645433615,Not Applicable,0.0,0,2019,10,1952.0,2,1,0
Daan District,Premises (land + building),3.3,Quotient,Resident,Reinforced concrete construction,79.0,48.06,1,1,1,有,有,13800000.0,287141.07365792757,Not Applicable,0.0,0,2019,10,1940.0,8,1,0
Neihu District,Premises (land + building),29.43,Address,Resident,Reinforced concrete construction,70.0,102.1,3,2,1,有,無,10800000.0,105778.64838393732,Not Applicable,0.0,0,2019,10,1949.0,1,1,0
Neihu District,Premises (land + building) + parking space,18.66,Quotient,Resident,Reinforced concrete construction,83.0,123.53,2,2,2,有,有,18750000.0,151784.9915000405,Lifting machinery,0.0,1200000,2019,10,1936.0,1,1,1
Neihu District,Premises (land + building) + parking space,14.06,Address,Resident,Reinforced concrete construction,87.0,131.13,3,2,1,有,有,17000000.0,129642.33966292992,Ramp plane,0.0,2000000,2019,11,1932.0,2,1,1
Neihu District,Premises (land + building),32.1,Address,For commercial use,Reinforced concrete construction,76.0,112.07,4,2,2,有,無,17800000.0,158829.3031141251,Not Applicable,0.0,0,2019,09,1943.0,1,1,0
Neihu District,Premises (land + building) + parking space,52.31,Address,Resident,Reinforced concrete construction,71.0,369.38,5,2,4,有,有,80580000.0,218149.3313119281,Ramp plane,39.47,3500000,2019,09,1948.0,2,1,1
Neihu District,Premises (land + building),15.78,Address,Resident,Reinforced concrete construction,84.0,69.99,2,2,1,有,有,14900000.0,212887.55536505216,Not Applicable,0.0,0,2019,10,1935.0,1,1,0
Wanhua District,Premises (land + building),4.06,Quotient,See other registration items,Reinforced concrete construction,95.0,41.13,1,1,1,有,有,10100000.0,245562.84950158035,Not Applicable,0.0,0,2019,10,1924.0,1,1,0
Wanhua District,Premises (land + building),10.38,Address,Resident,Reinforced concrete construction,57.0,28.05,2,1,1,有,無,3700000.0,131907.3083778966,Not Applicable,0.0,0,2019,11,1962.0,4,1,0
Wenshan District,Premises (land + building),46.38,Address,Resident,Reinforced concrete construction,78.0,129.78,2,2,1,有,無,11030000.0,84989.98304823547,Not Applicable,0.0,0,2019,09,1941.0,1,1,0
Daan District,Premises (land + building) + parking space,56.39,Address,For commercial use,Reinforced concrete construction,88.0,465.87,0,0,0,無,有,108403738.0,232690.96099770322,Ramp plane,0.0,0,2019,11,1931.0,3,1,2
Daan District,Land,29.17,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,17848780.0,611888.2413438464,Not Applicable,0.0,0,2019,11,2019.0,2,0,0
Daan District,Land,4.68,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,348780.0,74525.64102564103,Not Applicable,0.0,0,2019,11,2019.0,3,0,0
Daan District,Premises (land + building),11.08,Address,For commercial use,Reinforced concrete construction,74.0,68.05,0,0,0,無,無,14300000.0,210139.60323291697,Not Applicable,0.0,0,2019,10,1945.0,1,1,0
Beitou,Premises (land + building),27.92,Address,Resident,Strengthen brickwork,56.0,73.71,0,1,1,有,無,10600000.0,143806.81047347715,Not Applicable,0.0,0,2019,11,1963.0,3,1,0
Beitou,Premises (land + building),22.1,Address,Resident,Reinforced concrete construction,71.0,93.28,2,2,1,有,有,9700000.0,103987.99313893654,Not Applicable,0.0,0,2019,10,1948.0,1,1,0
Beitou,Premises (land + building) + parking space,35.72,Address,Resident,Reinforced concrete construction,105.0,215.07999999999998,4,2,2,有,有,35500000.0,165054.8633066766,Ramp plane,38.2,0,2019,10,1914.0,1,1,1
Beitou,Land,27.44,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,5762600.0,210007.2886297376,Not Applicable,0.0,0,2019,11,2019.0,2,0,0
Beitou,Land,3157.0,Agriculture,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,93580000.0,29642.06525182135,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
Beitou,Land,22.16,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,10000000.0,451263.5379061372,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
shihlin,Premises (land + building),31.2,Address,Resident,Reinforced concrete construction,69.0,118.89,3,2,1,有,無,11500000.0,96728.06796198167,Not Applicable,0.0,0,2019,10,1950.0,2,1,0
shihlin,Premises (land + building) + parking space,45.57,Address,Resident,Reinforced concrete construction,99.0,271.18,4,2,2,有,有,62000000.0,228630.42997271183,Ramp plane,0.0,0,2019,10,1920.0,1,1,1
Beitou,Premises (land + building),33.57,Address,Resident,Reinforced concrete construction,71.0,106.58,3,2,2,有,無,9580000.0,89885.53199474573,Not Applicable,0.0,0,2019,10,1948.0,2,1,0
Beitou,Premises (land + building),69.0,Quotient,Resident,Strengthen brickwork,56.0,77.76,1,2,1,有,無,38080000.0,489711.93415637856,Not Applicable,0.0,0,2019,10,1963.0,1,1,0
Beitou,Premises (land + building),11.12,Address,Resident,Reinforced concrete construction,87.0,48.06,1,1,1,有,有,8000000.0,166458.59342488556,Not Applicable,0.0,0,2019,11,1932.0,1,1,0
shihlin,Premises (land + building),26.25,Address,Resident,Strengthen brickwork,59.0,95.4,3,2,2,有,無,13680000.0,143396.22641509434,Not Applicable,0.0,0,2019,10,1960.0,1,1,0
shihlin,Premises (land + building),54.73,Address,Resident,Reinforced concrete construction,67.0,160.63,3,2,2,有,無,15380000.0,95747.99228039595,Not Applicable,0.0,0,2019,10,1952.0,1,1,0
shihlin,Premises (land + building),19.75,Address,Resident,Reinforced concrete construction,66.0,72.05,3,2,1,有,無,11000000.0,152671.75572519086,Not Applicable,0.0,0,2019,11,1953.0,1,1,0
shihlin,Land,1.85,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,800000.0,432432.4324324324,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
Beitou,Premises (land + building),30.23,Address,Resident,Reinforced concrete construction,74.0,152.47,3,2,2,有,有,18880000.0,123827.6382239129,Not Applicable,0.0,0,2019,10,1945.0,2,1,0
shihlin,Premises (land + building),10.53,Quotient,For commercial use,Earthwork,3.0,8.78,3,2,1,有,無,5730000.0,652619.589977221,Not Applicable,0.0,0,2019,08,2016.0,5,1,0
Beitou,Land,1.0,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,634930.0,634930.0,Not Applicable,0.0,0,2019,10,2019.0,1,0,0
Beitou,Premises (land + building),8.09,Quotient,See other registration items,Reinforced concrete construction,97.0,86.5,2,2,1,有,有,22580000.0,261040.46242774566,Not Applicable,0.0,0,2019,10,1922.0,1,1,0
Xinyi District,Land,45.69,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,525163.0,11494.04683738236,Not Applicable,0.0,0,2019,11,2019.0,2,0,0
Xinyi District,Premises (land + building),44.75,Address,Resident,Reinforced concrete construction,62.0,121.16,4,2,2,有,無,23000000.0,189831.62759986796,Not Applicable,0.0,0,2019,11,1957.0,2,1,0
Xinyi District,Land,199.93,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,2116800.0,10587.705696993948,Not Applicable,0.0,0,2019,10,2019.0,2,0,0
Songshan District,Premises (land + building),7.35,Quotient,See other registration items,Steel reinforced concrete construction,107.0,104.24000000000001,2,2,1,有,有,24580000.0,235801.99539524174,Not Applicable,0.0,0,2019,09,1912.0,1,1,0
Songshan District,Premises (land + building) + parking space,7.35,Quotient,See other registration items,Steel reinforced concrete construction,107.0,118.7,2,2,1,有,有,26000000.0,219039.5956192081,Ramp plane,14.46,2000000,2019,09,1912.0,1,1,1
Nangang District,Garage,3.18,Quotient,Parking space,See other registration items,93.0,46.32,0,0,0,有,有,1900000.0,41018.99827288428,Ramp plane,46.31,1900000,2019,11,1926.0,0,0,1
Songshan District,Premises (land + building) + parking space,8.31,Quotient,See other registration items,See other registration items,92.0,94.77000000000001,2,2,2,有,有,20500000.0,216313.1792761422,Lifting machinery,23.31,1000000,2019,11,1927.0,1,1,1
Xinyi District,Premises (land + building),18.8,Quotient,Resident,Reinforced concrete construction,65.0,68.15,4,0,4,有,無,12000000.0,176082.17168011738,Not Applicable,0.0,0,2019,10,1954.0,1,1,0
Nangang District,Premises (land + building) + parking space,43.66,Address,Resident,Reinforced concrete construction,95.0,207.0,3,2,2,有,有,38000000.0,183574.87922705314,Ramp plane,0.0,0,2019,10,1924.0,1,1,1
Xinyi District,Premises (land + building),32.0,Address,Resident,Strengthen brickwork,62.325,77.84,3,2,1,有,無,12880000.0,165467.62589928057,Not Applicable,0.0,0,2019,10,1956.675,1,1,0
Nangang District,Premises (land + building) + parking space,40.07,Address,See other registration items,Reinforced concrete construction,105.0,98.16,2,1,1,有,有,11180000.0,113895.6805215974,Ramp plane,25.3,0,2019,11,1914.0,1,1,1
Nangang District,Premises (land + building),42.2,Address,Resident,Reinforced concrete construction,77.0,114.71000000000001,3,2,2,有,無,18350000.0,159968.61651120216,Not Applicable,0.0,0,2019,11,1942.0,1,1,0
Xinyi District,Premises (land + building),36.93,Address,Resident,Reinforced concrete construction,74.0,146.96,5,3,3,有,無,18200000.0,123843.22264561785,Not Applicable,0.0,0,2019,11,1945.0,1,1,0
Zhongshan Area,Premises (land + building) + parking space,10.73,Quotient,Resident,See other registration items,105.0,126.43,2,1,1,有,有,23680000.0,187297.31867436526,Ramp plane,46.25,1800000,2019,10,1914.0,1,1,1
Neihu District,Premises (land + building),31.44,Address,Resident,Reinforced concrete construction,71.0,118.67,3,2,2,有,無,17380000.0,146456.5602089829,Not Applicable,0.0,0,2019,10,1948.0,1,1,0
Zhongshan Area,Premises (land + building),16.19,Address,See other registration items,Reinforced concrete construction,75.0,84.7,2,2,1,有,有,15800000.0,186540.73199527746,Not Applicable,0.0,0,2019,10,1944.0,1,1,0
Zhongshan Area,Premises (land + building) + parking space,21.02,Quotient,For commercial use,Reinforced concrete construction,89.0,207.44,4,2,2,有,有,36500000.0,175954.49286540688,Lifting machinery,39.78,0,2019,11,1930.0,1,1,2
Neihu District,Premises (land + building) + parking space,10.1,Quotient,Resident,Reinforced concrete construction,107.0,140.68,1,1,1,有,有,23000000.0,163491.6121694626,Ramp machinery,41.04,2200000,2019,11,1912.0,1,1,1
Neihu District,Premises (land + building) + parking space,27.55,Address,Resident,Reinforced concrete construction,99.0,133.86,2,1,1,有,有,16000000.0,119527.86493351261,Ramp plane,32.41,0,2019,10,1920.0,3,1,1
Neihu District,Premises (land + building) + parking space,24.4,Other,See other registration items,Reinforced concrete construction,102.0,137.70999999999998,2,2,2,有,有,22400000.0,162660.66371360107,Ramp plane,17.86,0,2019,10,1917.0,1,1,1
Neihu District,Premises (land + building),39.17,Address,Resident,Reinforced concrete construction,73.0,104.25,3,2,1,有,有,16460000.0,157889.68824940047,Not Applicable,0.0,0,2019,10,1946.0,1,1,0
Neihu District,Premises (land + building),29.17,Address,Resident,Reinforced concrete construction,69.0,101.61,3,2,2,有,無,15800000.0,155496.5062493849,Not Applicable,0.0,0,2019,10,1950.0,2,1,0
Neihu District,Land,731.26,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,146680000.0,200585.29114131772,Not Applicable,0.0,0,2019,02,2019.0,1,0,0
Zhongshan Area,Premises (land + building),26.75,Address,Resident,Reinforced concrete construction,60.0,76.3,3,2,1,有,無,11700000.0,153342.07077326343,Not Applicable,0.0,0,2019,10,1959.0,2,1,0
Neihu District,Premises (land + building) + parking space,63.46,Address,Resident,Reinforced concrete construction,107.0,129.6,0,0,0,無,無,30000000.0,231481.4814814815,Ramp plane,32.05,0,2019,10,1912.0,2,1,1
Neihu District,Garage,1.8,work,Parking space,Reinforced concrete construction,95.0,47.02,0,0,0,有,有,3000000.0,63802.63717566992,Ramp plane,47.01,3000000,2019,11,1924.0,0,0,3
Neihu District,Premises (land + building) + parking space,18.37,Address,Resident,Reinforced concrete construction,87.0,122.03999999999999,2,2,1,有,有,17750000.0,145444.11668305474,Ramp plane,37.99,0,2019,10,1932.0,1,1,1
Zhongshan Area,Garage,0.25,Quotient,For commercial use,Reinforced concrete construction,96.0,6.65,0,0,0,有,有,680000.0,102255.63909774435,Lifting machinery,0.0,680000,2019,11,1923.0,0,0,1
Zhongshan Area,Garage,0.25,Quotient,For commercial use,Reinforced concrete construction,96.0,6.65,0,0,0,有,有,680000.0,102255.63909774435,Lifting machinery,0.0,680000,2019,11,1923.0,0,0,1
Wanhua District,Premises (land + building),2.85,Quotient,For commercial use,Reinforced concrete construction,85.0,33.760000000000005,1,1,1,有,有,5380000.0,159360.1895734597,Not Applicable,0.0,0,2019,11,1934.0,2,1,0
Datong District,Premises (land + building),17.1,Address,See other registration items,Reinforced concrete construction,96.0,78.59,2,1,1,有,有,13880000.0,176612.8006107647,Not Applicable,0.0,0,2019,11,1923.0,1,1,0
Wanhua District,Premises (land + building),12.4,Address,Resident,Reinforced concrete construction,79.16666666666667,46.08,2,1,1,有,有,6700000.0,145399.30555555556,Not Applicable,0.0,0,2019,10,1939.8333333333333,1,1,0
Zhongzheng District,Premises (land + building) + parking space,60.33,Address,Resident,Reinforced concrete construction,103.0,302.2,4,2,3,有,有,77500000.0,256452.68034414295,Ramp plane,0.0,0,2019,10,1916.0,1,1,1
Datong District,Premises (land + building),11.62,Other,See other registration items,Reinforced concrete construction,80.5,76.97,2,2,2,有,有,12800000.0,166298.5578796934,Not Applicable,0.0,0,2019,10,1938.5,1,1,0
Wanhua District,Premises (land + building) + parking space,15.14,Quotient,See other registration items,Reinforced concrete construction,106.0,208.71,4,2,3,有,有,37500000.0,179675.14733362081,Ramp plane,27.87,2650000,2019,11,1913.0,1,1,1
Wanhua District,Premises (land + building),62.0,Quotient,Resident,Wooden,0.0,35.87,1,2,1,有,無,18000000.0,501812.0992472819,Not Applicable,0.0,0,2019,10,2019.0,1,1,0
Zhongzheng District,Garage,0.17,Address,See license,Reinforced concrete construction,81.0,25.56,0,0,0,有,無,1500000.0,58685.44600938968,Lifting plane,25.55,1500000,2019,11,1938.0,0,0,1
Wanhua District,Land,15.23,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,63896.0,4195.403808273145,Not Applicable,0.0,0,2019,11,2019.0,4,0,0
Zhongzheng District,Premises (land + building),5.32,Quotient,Resident,See other registration items,97.0,48.34,1,1,1,有,有,13850000.0,286512.20521307405,Not Applicable,0.0,0,2019,11,1922.0,2,1,0
Zhongzheng District,Premises (land + building),28.25,Address,See other registration items,Reinforced concrete construction,66.0,110.05,3,2,2,有,無,18000000.0,163562.0172648796,Not Applicable,0.0,0,2019,09,1953.0,2,1,0
Wenshan District,Premises (land + building),29.72,Address,Resident,Reinforced concrete construction,73.11428571428571,92.77,3,2,2,有,無,11500000.0,123962.48787323489,Not Applicable,0.0,0,2019,10,1945.8857142857144,1,1,0
Wenshan District,Premises (land + building),30.28,Address,For commercial use,Reinforced concrete construction,84.0,92.27000000000001,3,2,2,有,無,8000000.0,86702.07001192152,Not Applicable,0.0,0,2019,08,1935.0,1,1,0
Wenshan District,Premises (land + building),36.39,Address,See other registration items,Reinforced concrete construction,70.0,97.47,3,2,2,有,無,15500000.0,159023.28921719504,Not Applicable,0.0,0,2019,10,1949.0,2,1,0
Wenshan District,Premises (land + building) + parking space,163.57,Address,See other registration items,Reinforced concrete construction,107.0,277.35,4,2,2,有,有,40500000.0,146024.8783126014,Ramp plane,70.04,5000000,2019,09,1912.0,1,1,2
Zhongzheng District,Premises (land + building),5.72,Quotient,See other registration items,See other registration items,108.0,57.61,1,1,1,有,有,17680000.0,306891.16472834576,Not Applicable,0.0,0,2019,11,1911.0,2,1,0
Wenshan District,Premises (land + building) + parking space,28.12,Address,Resident,Reinforced concrete construction,103.0,159.88,3,2,2,有,有,20000000.0,125093.82036527396,Ramp plane,0.0,0,2019,11,1916.0,1,1,1
Zhongzheng District,Premises (land + building),6.39,Quotient,See other registration items,See other registration items,108.0,62.85,2,1,1,有,有,18850000.0,299920.445505171,Not Applicable,0.0,0,2019,10,1911.0,2,1,0
Zhongzheng District,Premises (land + building) + parking space,6.05,Quotient,See other registration items,See other registration items,108.0,74.59,2,1,1,有,有,19950000.0,267462.1262903874,Ramp machinery,13.93,2300000,2019,10,1911.0,2,1,1
Zhongzheng District,Premises (land + building),6.89,Quotient,See other registration items,See other registration items,108.0,69.9,2,1,1,有,有,20600000.0,294706.7238912732,Not Applicable,0.0,0,2019,11,1911.0,2,1,0
Zhongzheng District,Premises (land + building),5.94,Quotient,See other registration items,See other registration items,108.0,60.65,2,1,1,有,有,17800000.0,293487.221764221,Not Applicable,0.0,0,2019,11,1911.0,2,1,0
Zhongzheng District,Premises (land + building),7.62,Quotient,See other registration items,See other registration items,108.0,76.96000000000001,2,1,1,有,有,24700000.0,320945.9459459459,Not Applicable,0.0,0,2019,11,1911.0,2,1,0
Wenshan District,Garage,1.01,Address,See other registration items,Not Applicable,0.0,24.81,0,0,0,有,有,1000000.0,40306.32809351068,Ramp plane,24.81,1000000,2019,11,2019.0,0,0,1
Wenshan District,Premises (land + building),39.03,Address,Resident,Reinforced concrete construction,70.0,124.74,4,2,2,有,無,12000000.0,96200.0962000962,Not Applicable,0.0,0,2019,11,1949.0,2,1,0
Zhongzheng District,Premises (land + building) + parking space,15.88,Address,See other registration items,Reinforced concrete construction,107.0,158.44,3,2,2,有,有,28500000.0,179878.81848018177,Ramp plane,32.06,0,2019,11,1912.0,1,1,1
Wenshan District,Premises (land + building),12.3,Address,Resident,Reinforced concrete construction,97.0,45.79,1,1,1,有,有,7100000.0,155055.68901506878,Not Applicable,0.0,0,2019,09,1922.0,1,1,0
Zhongzheng District,Premises (land + building),4.91,Quotient,See other registration items,Reinforced concrete construction,95.0,44.8,0,0,0,無,無,10500000.0,234375.00000000003,Not Applicable,0.0,0,2019,11,1924.0,1,1,0
Zhongzheng District,Premises (land + building),8.33,Address,Resident,Reinforced concrete construction,95.0,38.31,1,1,1,有,有,11000000.0,287131.29731140693,Not Applicable,0.0,0,2019,11,1924.0,1,1,0
Wenshan District,Land,2.55,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,79130.0,31031.37254901961,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
Wenshan District,Premises (land + building) + parking space,21.8,Address,See other registration items,Reinforced concrete construction,107.0,111.39,2,2,1,有,有,19250000.0,172816.23125953856,Ramp machinery,26.62,1400000,2019,11,1912.0,1,1,1
Wenshan District,Premises (land + building),24.35,Address,Resident,Reinforced concrete construction,81.0,89.16999999999999,2,2,2,有,有,11850000.0,132892.228327913,Not Applicable,0.0,0,2019,11,1938.0,1,1,0
Datong District,Premises (land + building),28.8,Quotient,For commercial use,Reinforced concrete construction,68.0,128.17,2,1,1,有,無,15000000.0,117032.06678629946,Not Applicable,0.0,0,2019,10,1951.0,1,1,0
Zhongzheng District,Premises (land + building),13.85,Quotient,See other registration items,See other registration items,92.0,211.14999999999998,0,0,0,無,有,42000000.0,198910.7269713474,Not Applicable,0.0,0,2019,10,1927.0,1,1,0
Wanhua District,Premises (land + building) + parking space,8.89,Quotient,Resident,Steel reinforced concrete construction,106.0,153.26999999999998,2,2,2,有,有,22500000.0,146799.7651203758,Ramp plane,35.18,0,2019,10,1913.0,1,1,1
Wanhua District,Premises (land + building),58.0,Address,Resident,Strengthen brickwork,0.0,76.8,4,2,2,有,無,10000000.0,130208.33333333334,Not Applicable,0.0,0,2019,10,2019.0,1,1,0
Wanhua District,Premises (land + building),14.13,Address,Resident,Reinforced concrete construction,69.95238095238095,37.87,2,1,1,有,無,5000000.0,132030.6311064167,Not Applicable,0.0,0,2019,11,1949.047619047619,2,1,0
Wanhua District,Premises (land + building) + parking space,15.39,Address,Resident,Reinforced concrete construction,104.0,122.55000000000001,2,2,1,有,有,15150000.0,123623.01101591186,Lifting machinery,29.93,0,2019,10,1915.0,1,1,1
Datong District,Land,11.0,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,291494.0,26499.454545454544,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
Wanhua District,Premises (land + building) + parking space,9.94,Quotient,See other registration items,Reinforced concrete construction,106.0,149.42,3,2,2,有,有,27300000.0,182706.46499799224,Ramp plane,27.87,0,2019,11,1913.0,1,1,1
Wanhua District,Premises (land + building),26.5,Address,Resident,Reinforced concrete construction,64.0,77.3,3,2,1,有,無,10900000.0,141009.0556274256,Not Applicable,0.0,0,2019,10,1955.0,2,1,0
Zhongzheng District,Premises (land + building),10.26,Address,Resident,Reinforced concrete construction,104.0,45.66,1,1,1,有,有,11500000.0,251861.58563293912,Not Applicable,0.0,0,2019,11,1915.0,1,1,0
Wanhua District,Building,0.0,Others,Resident,Reinforced concrete construction,61.0,47.38,2,1,1,有,無,1000000.0,21105.951878429714,Not Applicable,0.0,0,2019,11,1958.0,0,1,0
Datong District,Premises (land + building) + parking space,9.6,Other,Resident,Reinforced concrete construction,108.0,121.35999999999999,3,2,2,有,有,25700000.0,211766.644693474,Ramp machinery,19.67,2000000,2019,11,1911.0,3,1,1
Datong District,Premises (land + building),6.02,Other,Resident,Reinforced concrete construction,108.0,63.45,1,1,1,有,有,15330000.0,241607.56501182032,Not Applicable,0.0,0,2019,10,1911.0,3,1,0
Datong District,Premises (land + building),3.84,Quotient,For commercial use,Reinforced concrete construction,66.0,38.08,1,1,1,有,有,5650000.0,148371.8487394958,Not Applicable,0.0,0,2019,11,1953.0,1,1,0
Datong District,Premises (land + building) + parking space,20.82,Quotient,Resident,Reinforced concrete construction,106.0,252.70999999999998,3,2,3,有,有,61880000.0,244865.65628586127,Ramp plane,42.06,2250000,2019,11,1913.0,2,1,1
